date,OT,HUFL,HULL,MUFL,MULL,LUFL,LULL
2016-10-07 12:00:00,18.29,6.16,2.55,3.87,1.71,2.16,0.88
2016-10-07 13:00:00,13.72,6.03,3.82,4.16,2.31,2.13,1.00
2016-10-07 14:00:00,18.29,6.50,3.55,4.19,1.88,2.04,0.98
2016-10-07 15:00:00,19.20,6.76,3.75,4.16,1.92,1.98,1.04
2016-10-07 16:00:00,19.49,6.63,2.88,4.19,1.67,2.19,1.00
2016-10-07 17:00:00,19.49,7.64,2.61,4.83,1.56,2.77,0.88
2016-10-07 18:00:00,19.20,6.50,2.41,4.23,1.63,2.32,0.64
2016-10-07 19:00:00,19.06,5.83,2.21,3.80,1.49,2.07,0.52
2016-10-07 20:00:00,19.20,5.43,2.48,3.38,1.60,2.01,0.64
2016-10-07 21:00:00,19.42,6.30,2.21,5.26,1.49,1.61,0.55
2016-10-07 22:00:00,20.12,6.63,3.01,5.33,2.24,1.28,0.49
2016-10-07 23:00:00,20.75,9.18,2.28,7.32,1.17,1.55,0.67
2016-10-08 00:00:00,19.20,11.45,4.96,7.50,2.88,3.93,1.19
2016-10-08 01:00:00,17.94,11.65,4.82,7.85,3.06,3.87,1.22
2016-10-08 02:00:00,18.22,11.45,4.96,7.28,3.31,3.87,1.28
2016-10-08 03:00:00,20.12,11.59,5.16,7.39,2.95,3.87,1.34
2016-10-08 04:00:00,19.27,11.52,4.82,7.21,2.91,4.11,1.31
2016-10-08 05:00:00,18.92,12.52,4.82,7.82,2.63,4.26,1.34
2016-10-08 06:00:00,18.78,12.46,4.49,7.36,2.91,4.78,1.40
2016-10-08 07:00:00,18.01,11.12,4.62,6.72,2.74,4.81,1.40
2016-10-08 08:00:00,18.71,8.84,4.82,6.61,3.31,2.22,1.04
2016-10-08 09:00:00,21.17,8.04,4.22,5.44,2.74,2.19,1.04
2016-10-08 10:00:00,20.89,8.31,4.29,5.58,2.45,2.28,0.85
2016-10-08 11:00:00,21.39,7.90,3.62,5.72,2.59,2.38,0.82
2016-10-08 12:00:00,20.82,6.09,2.95,3.66,1.67,1.77,0.73
2016-10-08 13:00:00,22.16,5.83,3.48,4.48,2.49,1.98,0.88
2016-10-08 14:00:00,22.23,6.43,3.75,4.09,2.03,1.95,0.94
2016-10-08 15:00:00,21.53,5.89,3.82,4.01,2.03,1.86,0.91
2016-10-08 16:00:00,21.17,6.09,3.21,4.16,2.13,1.98,0.94
2016-10-08 17:00:00,21.17,6.97,3.28,4.51,2.24,2.47,0.88
2016-10-08 18:00:00,19.77,6.83,3.21,4.30,1.99,2.44,0.94
2016-10-08 19:00:00,20.26,6.43,2.75,4.05,1.60,2.47,0.82
2016-10-08 20:00:00,19.84,5.69,2.75,3.55,1.67,2.19,0.73
2016-10-08 21:00:00,19.63,7.37,2.55,5.44,1.78,1.80,0.70
2016-10-08 22:00:00,19.49,8.51,4.22,6.61,2.84,1.61,0.67
2016-10-08 23:00:00,18.92,12.59,3.42,10.66,2.59,1.37,0.61
2016-10-09 00:00:00,18.78,10.52,5.02,9.06,3.87,1.28,0.67
2016-10-09 01:00:00,19.27,11.05,4.82,9.70,3.55,1.28,0.67
2016-10-09 02:00:00,19.06,8.31,3.42,6.22,2.13,1.37,0.70
2016-10-09 03:00:00,19.06,10.78,5.02,8.95,3.38,1.43,0.73
2016-10-09 04:00:00,17.94,9.98,5.02,8.17,3.41,1.46,0.73
2016-10-09 05:00:00,17.59,11.85,5.36,9.42,3.77,1.86,0.76
2016-10-09 06:00:00,17.17,13.60,5.56,11.41,3.84,2.35,0.82
2016-10-09 07:00:00,16.88,11.92,5.69,8.95,3.52,2.28,0.85
2016-10-09 08:00:00,17.09,11.25,5.63,9.03,4.19,2.35,1.13
2016-10-09 09:00:00,18.08,7.97,4.02,5.93,2.38,2.01,1.00
2016-10-09 10:00:00,18.71,8.10,4.35,5.69,2.52,2.32,1.00
2016-10-09 11:00:00,18.43,8.10,3.68,5.47,2.31,2.56,0.98
2016-10-09 12:00:00,18.57,5.29,2.34,4.26,1.63,1.77,0.73
2016-10-09 13:00:00,20.26,6.83,3.35,4.55,2.03,1.77,0.85
2016-10-09 14:00:00,19.91,6.09,3.01,4.34,1.88,1.67,0.82
2016-10-09 15:00:00,19.77,6.23,3.08,4.55,1.74,1.80,0.85
2016-10-09 16:00:00,19.98,5.63,2.88,3.66,1.78,1.71,0.61
2016-10-09 17:00:00,19.84,6.56,2.88,4.30,1.92,2.38,0.76
2016-10-09 18:00:00,19.56,5.83,2.34,3.77,1.53,2.13,0.55
2016-10-09 19:00:00,18.36,6.09,2.28,3.91,1.39,2.22,0.55
2016-10-09 20:00:00,16.46,5.49,2.28,3.63,1.46,1.89,0.55
2016-10-09 21:00:00,16.39,4.89,1.61,3.20,0.96,1.67,0.55
2016-10-09 22:00:00,16.25,7.10,3.48,5.26,2.38,1.52,0.61
2016-10-09 23:00:00,15.69,9.51,4.76,8.14,3.77,1.64,0.82
2016-10-10 00:00:00,16.46,11.92,5.69,8.60,3.94,3.96,1.25
2016-10-10 01:00:00,16.88,12.79,6.16,8.85,3.55,3.96,1.31
2016-10-10 02:00:00,16.88,11.12,4.76,6.79,2.66,3.99,1.40
2016-10-10 03:00:00,16.53,12.46,5.56,8.14,3.31,4.11,1.37
2016-10-10 04:00:00,16.74,12.46,4.89,7.85,3.02,3.93,1.34
2016-10-10 05:00:00,16.53,12.12,5.29,8.10,2.88,4.32,1.37
2016-10-10 06:00:00,16.46,13.33,5.22,7.82,3.13,5.09,1.40
2016-10-10 07:00:00,16.46,13.19,5.22,8.21,3.45,4.87,1.49
2016-10-10 08:00:00,16.95,8.98,4.49,6.11,2.98,2.25,1.13
2016-10-10 09:00:00,17.52,6.83,4.35,4.87,3.09,2.16,1.16
2016-10-10 10:00:00,17.87,8.44,3.95,5.79,2.74,2.47,1.04
2016-10-10 11:00:00,18.08,8.24,4.02,5.76,2.74,2.56,0.91
2016-10-10 12:00:00,18.50,6.23,3.48,4.62,2.20,2.01,0.94
2016-10-10 13:00:00,19.56,6.23,3.35,4.23,2.03,2.13,1.13
2016-10-10 14:00:00,19.06,6.50,3.21,4.51,2.17,1.89,1.00
2016-10-10 15:00:00,19.77,6.63,4.02,4.44,2.49,1.98,1.04
2016-10-10 16:00:00,19.27,6.36,3.62,4.09,2.24,2.22,1.10
2016-10-10 17:00:00,19.63,7.37,3.28,4.51,1.92,2.71,1.07
2016-10-10 18:00:00,20.12,6.70,2.81,3.98,1.63,2.89,0.98
2016-10-10 19:00:00,20.05,6.30,2.55,3.98,1.42,2.38,0.79
2016-10-10 20:00:00,19.06,5.63,2.28,3.48,1.32,2.13,0.70
2016-10-10 21:00:00,19.06,6.36,2.41,4.90,1.32,1.67,0.58
2016-10-10 22:00:00,18.71,8.17,3.82,6.68,2.84,1.61,0.67
2016-10-10 23:00:00,18.15,10.45,4.09,9.74,3.38,1.46,0.64
2016-10-11 00:00:00,17.87,11.85,5.63,10.52,3.80,1.25,0.58
2016-10-11 01:00:00,17.80,12.39,3.42,11.48,2.56,1.07,0.52
2016-10-11 02:00:00,17.80,12.86,3.55,11.12,3.13,1.25,0.58
2016-10-11 03:00:00,17.17,12.59,3.21,11.02,2.20,1.10,0.52
2016-10-11 04:00:00,17.45,12.19,3.42,11.02,2.31,1.22,0.61
2016-10-11 05:00:00,17.52,11.32,3.21,9.52,2.13,1.58,0.64
2016-10-11 06:00:00,18.08,12.93,2.41,10.84,1.63,2.16,0.70
2016-10-11 07:00:00,17.87,12.86,2.68,10.73,1.60,2.22,0.82
2016-10-11 08:00:00,18.22,11.45,4.76,9.35,3.13,2.35,1.10
2016-10-11 09:00:00,18.64,7.10,2.95,4.30,1.74,2.35,1.16
2016-10-11 10:00:00,18.36,6.97,3.28,4.87,2.13,2.35,1.00
2016-10-11 11:00:00,18.36,7.43,4.02,4.66,2.03,2.65,0.98
2016-10-11 12:00:00,19.06,5.36,2.34,3.41,1.21,1.95,0.88
2016-10-11 13:00:00,18.71,7.17,3.82,4.41,2.27,2.16,0.94
2016-10-11 14:00:00,18.71,5.36,3.55,3.63,1.78,1.98,1.00
2016-10-11 15:00:00,18.64,6.36,3.42,4.01,1.85,1.83,0.98
2016-10-11 16:00:00,17.87,5.89,3.21,3.63,2.06,2.28,1.00
2016-10-11 17:00:00,17.24,7.37,3.08,4.55,1.81,3.02,1.04
2016-10-11 18:00:00,16.74,6.63,2.55,4.19,1.56,2.35,0.82
2016-10-11 19:00:00,16.60,6.23,2.34,4.01,1.46,2.22,0.67
2016-10-11 20:00:00,16.88,5.63,2.28,3.41,1.42,2.01,0.64
2016-10-11 21:00:00,16.95,5.09,1.67,3.27,1.32,1.77,0.64
2016-10-11 22:00:00,17.17,4.49,2.61,3.66,1.42,1.37,0.55
2016-10-11 23:00:00,16.39,7.64,3.62,5.61,2.63,1.86,0.82
2016-10-12 00:00:00,13.51,9.38,4.02,5.01,2.38,3.90,1.31
2016-10-12 01:00:00,13.44,9.58,4.02,5.40,2.45,3.87,1.25
2016-10-12 02:00:00,14.49,9.65,4.22,6.08,2.70,3.78,1.25
2016-10-12 03:00:00,15.13,9.78,4.35,5.79,2.77,3.69,1.16
2016-10-12 04:00:00,15.19,9.98,4.55,6.15,2.95,3.87,1.16
2016-10-12 05:00:00,16.46,9.78,4.42,6.11,3.13,4.02,1.22
2016-10-12 06:00:00,16.11,10.31,3.95,5.30,1.74,4.63,1.28
2016-10-12 07:00:00,16.60,11.05,4.35,6.18,2.45,4.81,1.43
2016-10-12 08:00:00,16.67,6.83,4.42,5.40,2.77,1.52,0.67
2016-10-12 09:00:00,17.52,6.09,3.21,4.66,2.31,1.46,0.67
2016-10-12 10:00:00,18.01,7.10,3.42,5.47,2.38,1.40,0.52
2016-10-12 11:00:00,18.08,7.64,3.62,6.01,2.56,1.58,0.55
2016-10-12 12:00:00,18.01,5.49,2.88,4.41,1.92,1.16,0.46
2016-10-12 13:00:00,17.45,6.23,3.35,5.15,2.45,1.00,0.43
2016-10-12 14:00:00,17.87,6.63,3.08,5.22,2.70,1.00,0.43
2016-10-12 15:00:00,17.80,6.43,2.95,4.94,2.66,0.91,0.37
2016-10-12 16:00:00,17.73,5.36,2.21,4.26,1.63,1.04,0.27
2016-10-12 17:00:00,18.64,6.09,2.55,4.66,1.95,1.49,0.34
2016-10-12 18:00:00,18.92,5.76,2.01,3.73,1.24,1.98,0.52
2016-10-12 19:00:00,18.71,6.03,2.28,3.94,1.46,2.10,0.55
2016-10-12 20:00:00,18.78,5.63,2.41,3.73,1.81,1.86,0.52
2016-10-12 21:00:00,18.64,4.96,1.94,3.48,1.03,1.61,0.52
2016-10-12 22:00:00,18.64,6.97,3.68,5.58,2.91,1.28,0.43
2016-10-12 23:00:00,18.57,8.84,2.48,7.46,1.46,1.40,0.52
2016-10-13 00:00:00,17.94,11.32,3.08,9.52,1.78,1.31,0.49
2016-10-13 01:00:00,17.52,10.18,3.48,8.99,2.20,1.25,0.49
2016-10-13 02:00:00,17.73,10.25,4.89,8.85,3.80,1.19,0.49
2016-10-13 03:00:00,17.38,8.91,4.82,8.07,3.77,1.22,0.52
2016-10-13 04:00:00,16.88,10.11,4.89,8.88,3.70,1.25,0.49
2016-10-13 05:00:00,17.17,9.44,5.16,8.03,3.84,1.49,0.49
2016-10-13 06:00:00,17.24,10.18,4.35,8.56,3.06,1.92,0.49
2016-10-13 07:00:00,17.45,9.71,4.15,7.07,2.70,2.19,0.73
2016-10-13 08:00:00,17.38,9.38,4.55,7.07,3.80,2.01,0.85
2016-10-13 09:00:00,17.09,6.90,3.62,4.44,2.24,2.07,0.91
2016-10-13 10:00:00,17.38,7.77,3.62,5.33,2.17,2.47,0.91
2016-10-13 11:00:00,17.24,7.70,3.28,5.01,2.45,2.56,0.82
2016-10-13 12:00:00,17.66,4.96,1.74,3.20,1.00,1.74,0.64
2016-10-13 13:00:00,17.52,6.16,2.95,4.80,2.49,1.71,0.70
2016-10-13 14:00:00,17.45,7.30,4.35,5.54,2.84,1.83,0.73
2016-10-13 15:00:00,17.24,6.09,3.21,4.09,2.38,1.77,0.85
2016-10-13 16:00:00,17.17,6.76,3.21,4.51,1.92,2.25,1.07
2016-10-13 17:00:00,17.09,7.43,2.61,4.66,1.46,2.77,0.85
2016-10-13 18:00:00,16.53,6.56,2.41,4.01,1.42,2.53,0.82
2016-10-13 19:00:00,16.46,6.50,2.41,3.94,1.35,2.53,0.79
2016-10-13 20:00:00,14.98,5.56,2.21,3.38,1.32,2.13,0.67
2016-10-13 21:00:00,15.41,6.63,2.08,4.90,1.17,1.74,0.64
2016-10-13 22:00:00,15.05,8.57,3.82,7.14,2.59,1.49,0.61
2016-10-13 23:00:00,15.13,10.92,4.69,9.31,3.48,1.67,0.76
2016-10-14 00:00:00,15.48,13.40,5.22,9.38,3.48,4.05,1.31
2016-10-14 01:00:00,15.83,14.27,6.43,10.55,4.09,3.87,1.28
2016-10-14 02:00:00,15.90,14.40,6.56,10.91,4.26,3.72,1.25
2016-10-14 03:00:00,15.76,14.27,6.83,10.98,4.80,3.65,1.25
2016-10-14 04:00:00,14.91,13.60,5.89,9.91,3.55,3.72,1.19
2016-10-14 05:00:00,14.84,13.73,5.02,9.35,3.52,3.96,1.28
2016-10-14 06:00:00,15.62,15.94,6.50,11.62,4.12,4.36,1.13
2016-10-14 07:00:00,16.04,14.94,5.76,10.27,3.52,4.87,1.49
2016-10-14 08:00:00,15.19,10.72,5.43,8.60,4.09,2.47,1.28
2016-10-14 09:00:00,15.83,7.77,3.68,5.08,2.52,2.53,1.31
2016-10-14 10:00:00,15.41,8.77,4.49,5.65,2.66,2.86,1.19
2016-10-14 11:00:00,14.49,8.24,4.09,5.90,2.45,2.59,0.94
2016-10-14 12:00:00,15.48,5.63,2.01,3.59,1.07,1.95,0.79
2016-10-14 13:00:00,14.77,6.23,3.42,4.30,1.88,1.83,0.76
2016-10-14 14:00:00,15.19,7.10,1.67,4.62,0.50,1.95,1.04
2016-10-14 15:00:00,14.49,6.63,2.01,4.44,0.50,1.86,1.00
2016-10-14 16:00:00,14.84,6.09,1.34,4.09,0.32,2.10,0.91
2016-10-14 17:00:00,15.05,7.90,1.54,5.08,0.35,2.83,0.85
2016-10-14 18:00:00,15.48,6.97,1.41,4.34,0.32,2.65,0.82
2016-10-14 19:00:00,15.55,6.63,1.74,4.19,0.78,2.28,0.70
2016-10-14 20:00:00,15.76,5.76,1.61,3.87,0.75,1.95,0.64
2016-10-14 21:00:00,16.11,5.09,0.94,3.34,0.07,1.71,0.64
2016-10-14 22:00:00,15.97,4.82,1.81,3.38,0.60,1.43,0.58
2016-10-14 23:00:00,15.76,9.91,4.02,8.17,2.95,1.46,0.64
2016-10-15 00:00:00,15.69,9.51,4.22,8.53,2.95,1.28,0.58
2016-10-15 01:00:00,15.48,9.18,4.42,8.17,2.70,1.16,0.49
2016-10-15 02:00:00,15.83,8.17,2.81,6.86,2.10,1.16,0.55
2016-10-15 03:00:00,15.76,7.64,2.95,6.54,1.78,1.10,0.55
2016-10-15 04:00:00,15.90,9.18,3.48,7.50,2.27,1.16,0.55
2016-10-15 05:00:00,15.90,9.31,3.28,7.89,2.13,1.52,0.58
2016-10-15 06:00:00,15.90,10.25,3.55,8.28,2.45,2.10,0.64
2016-10-15 07:00:00,16.11,11.65,4.09,9.10,2.77,2.25,0.76
2016-10-15 08:00:00,16.67,9.04,3.55,7.25,2.74,2.10,0.91
2016-10-15 09:00:00,16.88,6.76,2.68,4.69,1.10,2.16,1.00
2016-10-15 10:00:00,17.59,8.71,4.02,5.65,2.10,2.44,1.04
2016-10-15 11:00:00,17.45,8.24,3.62,5.54,2.06,2.59,0.91
2016-10-15 12:00:00,18.43,5.89,1.67,3.66,0.92,1.86,0.82
2016-10-15 13:00:00,19.06,6.23,2.41,4.48,1.03,1.80,0.88
2016-10-15 14:00:00,19.06,5.29,2.21,3.52,1.10,1.83,0.98
2016-10-15 15:00:00,18.85,6.43,2.28,4.87,1.24,1.49,0.70
2016-10-15 16:00:00,19.20,5.83,1.47,4.09,0.50,1.86,0.82
2016-10-15 17:00:00,19.63,7.03,1.54,4.44,0.39,2.53,0.85
2016-10-15 18:00:00,19.27,6.83,1.07,4.37,0.11,2.47,0.67
2016-10-15 19:00:00,19.06,6.56,0.80,4.34,0.04,2.32,0.58
2016-10-15 20:00:00,19.20,6.03,1.21,3.94,0.21,1.98,0.70
2016-10-15 21:00:00,19.63,7.84,2.21,6.01,1.28,1.55,0.64
2016-10-15 22:00:00,20.47,8.17,2.48,6.50,1.28,1.43,0.67
2016-10-15 23:00:00,21.25,11.32,4.15,9.49,3.02,1.46,0.67
2016-10-16 00:00:00,20.82,13.73,5.96,10.09,3.77,3.75,1.10
2016-10-16 01:00:00,20.68,13.73,5.83,9.63,3.84,3.72,1.13
2016-10-16 02:00:00,22.02,12.86,4.55,9.06,3.16,3.65,1.22
2016-10-16 03:00:00,21.74,13.86,5.83,10.06,3.80,3.56,1.13
2016-10-16 04:00:00,18.85,13.19,5.09,9.42,3.66,3.84,1.25
2016-10-16 05:00:00,18.57,12.86,5.09,8.39,3.16,4.02,1.25
2016-10-16 06:00:00,19.34,13.93,5.22,9.35,2.74,4.63,1.34
2016-10-16 07:00:00,19.56,11.59,3.28,6.54,1.35,4.63,1.43
2016-10-16 08:00:00,20.54,8.17,3.21,5.83,1.99,2.01,0.98
2016-10-16 09:00:00,19.77,6.43,3.21,4.41,1.53,2.04,1.04
2016-10-16 10:00:00,21.25,7.43,2.88,5.19,1.63,2.44,1.07
2016-10-16 11:00:00,21.39,7.70,2.81,5.33,1.35,2.62,0.91
2016-10-16 12:00:00,21.88,4.89,1.34,3.38,0.35,1.55,0.73
2016-10-16 13:00:00,22.30,6.09,2.34,4.55,1.28,1.49,0.73
2016-10-16 14:00:00,22.02,5.22,2.81,4.01,1.56,1.34,0.67
2016-10-16 15:00:00,21.03,5.22,2.14,3.87,1.17,1.40,0.76
2016-10-16 16:00:00,21.81,5.89,2.68,4.19,1.46,1.74,0.73
2016-10-16 17:00:00,21.17,6.70,2.28,4.55,1.24,2.16,0.73
2016-10-16 18:00:00,21.39,6.43,1.94,4.41,1.03,2.07,0.67
2016-10-16 19:00:00,20.75,5.96,1.61,3.98,0.71,2.01,0.67
2016-10-16 20:00:00,19.49,5.36,1.34,3.70,0.57,1.80,0.58
2016-10-16 21:00:00,18.85,4.55,1.27,3.13,0.53,1.31,0.55
2016-10-16 22:00:00,20.68,6.56,2.88,5.86,1.88,1.19,0.49
2016-10-16 23:00:00,20.12,6.97,2.41,5.79,1.85,1.16,0.55
2016-10-17 00:00:00,19.42,11.05,4.62,10.06,4.16,1.04,0.58
2016-10-17 01:00:00,19.56,10.85,4.35,9.77,3.66,0.85,0.52
2016-10-17 02:00:00,19.56,9.85,4.09,9.38,3.20,0.88,0.61
2016-10-17 03:00:00,18.71,10.11,4.55,9.31,3.63,0.94,0.61
2016-10-17 04:00:00,19.27,10.65,4.02,9.35,3.20,0.94,0.61
2016-10-17 05:00:00,19.63,10.78,4.22,9.98,3.84,1.22,0.52
2016-10-17 06:00:00,18.36,11.99,4.29,10.59,3.20,1.71,0.55
2016-10-17 07:00:00,18.99,11.59,4.29,9.52,3.02,1.92,0.67
2016-10-17 08:00:00,18.71,9.98,3.68,8.49,2.59,1.43,0.67
2016-10-17 09:00:00,20.05,6.43,2.55,4.83,1.60,1.43,0.79
2016-10-17 10:00:00,20.19,7.10,2.95,5.08,1.60,1.98,0.82
2016-10-17 11:00:00,19.70,7.50,2.55,5.37,1.99,1.98,0.70
2016-10-17 12:00:00,20.61,4.69,1.67,3.41,0.75,1.31,0.55
2016-10-17 13:00:00,20.82,4.96,1.67,3.55,0.75,1.31,0.67
2016-10-17 14:00:00,20.47,6.23,2.81,4.97,1.71,1.31,0.67
2016-10-17 15:00:00,20.82,6.30,2.55,4.19,1.39,1.58,0.91
2016-10-17 16:00:00,20.26,5.89,2.14,4.16,1.17,1.49,0.79
2016-10-17 17:00:00,20.82,6.97,2.01,4.90,1.00,2.19,0.70
2016-10-17 18:00:00,20.33,6.83,1.67,4.66,0.82,2.01,0.58
2016-10-17 19:00:00,19.91,6.50,1.88,4.41,0.96,1.98,0.58
2016-10-17 20:00:00,20.12,5.96,1.94,4.01,1.03,1.67,0.58
2016-10-17 21:00:00,20.12,4.89,1.34,3.27,0.53,1.61,0.58
2016-10-17 22:00:00,19.27,4.89,2.08,3.87,0.85,1.22,0.52
2016-10-17 23:00:00,18.57,5.69,2.21,4.01,1.39,1.28,0.58
2016-10-18 00:00:00,18.50,10.52,2.95,6.64,2.27,3.72,-0.46
2016-10-18 01:00:00,18.08,10.78,2.34,6.93,2.66,3.69,-0.46
2016-10-18 02:00:00,18.29,9.98,2.14,6.68,2.42,3.47,-0.52
2016-10-18 03:00:00,18.01,9.78,2.01,6.54,2.27,3.44,-0.52
2016-10-18 04:00:00,18.22,9.91,2.68,6.32,2.84,3.65,-0.49
2016-10-18 05:00:00,18.08,10.72,2.01,7.07,2.49,3.96,-0.49
2016-10-18 06:00:00,18.22,10.65,1.81,6.29,1.74,4.39,-0.40
2016-10-18 07:00:00,17.80,10.38,1.74,6.22,1.95,4.26,-0.43
2016-10-18 08:00:00,17.87,6.23,1.14,4.55,1.49,2.07,-0.34
2016-10-18 09:00:00,18.43,6.56,1.61,4.73,1.53,1.80,-0.76
2016-10-18 10:00:00,19.06,7.43,1.07,5.33,1.42,2.07,-0.76
2016-10-18 11:00:00,19.49,7.57,1.61,5.44,1.56,2.28,-0.91
2016-10-18 12:00:00,19.42,4.82,0.27,3.48,0.71,1.37,-1.04
2016-10-18 13:00:00,19.91,5.09,0.00,3.77,0.68,1.37,-0.91
2016-10-18 14:00:00,20.47,6.30,1.00,4.83,1.60,1.46,-0.82
2016-10-18 15:00:00,20.26,5.76,1.07,4.34,1.46,1.37,-0.91
2016-10-18 16:00:00,20.47,6.03,0.07,4.34,0.78,1.61,-0.88
2016-10-18 17:00:00,20.96,7.37,-0.13,4.97,0.35,2.47,-0.82
2016-10-18 18:00:00,20.19,6.76,0.13,4.58,0.89,2.10,-0.98
2016-10-18 19:00:00,19.91,6.30,0.07,4.44,0.85,2.07,-1.00
2016-10-18 20:00:00,19.63,5.76,0.00,3.98,0.85,1.71,-1.07
2016-10-18 21:00:00,19.49,5.02,-0.94,4.26,0.18,1.49,-1.07
2016-10-18 22:00:00,19.27,9.85,2.14,8.28,2.66,1.25,-1.10
2016-10-18 23:00:00,19.56,11.52,3.01,9.91,3.45,1.19,-1.10
2016-10-19 00:00:00,19.70,13.40,3.88,11.58,4.01,1.34,-0.98
2016-10-19 01:00:00,19.49,11.72,3.42,10.77,3.80,1.25,-1.04
2016-10-19 02:00:00,19.49,11.92,3.75,10.98,4.30,1.00,-1.07
2016-10-19 03:00:00,19.77,12.26,3.28,11.05,3.91,1.10,-1.04
2016-10-19 04:00:00,19.84,11.52,3.01,9.91,2.98,1.13,-1.00
2016-10-19 05:00:00,19.98,12.93,3.28,11.30,3.41,1.40,-1.10
2016-10-19 06:00:00,19.91,13.66,2.88,11.58,3.87,1.74,-1.13
2016-10-19 07:00:00,19.77,12.52,3.01,10.27,3.63,1.80,-1.00
2016-10-19 08:00:00,19.70,11.05,3.21,9.20,3.09,1.52,-0.82
2016-10-19 09:00:00,20.12,7.30,0.94,5.54,1.14,1.55,-0.73
2016-10-19 10:00:00,20.82,7.64,1.41,5.65,1.56,1.67,-0.85
2016-10-19 11:00:00,21.03,8.24,1.14,6.50,2.24,1.92,-1.00
2016-10-19 12:00:00,21.10,5.49,0.47,3.91,0.96,1.46,-1.04
2016-10-19 13:00:00,21.17,5.63,0.74,4.44,1.10,1.13,-1.00
2016-10-19 14:00:00,20.82,6.09,1.41,4.37,2.13,1.13,-1.04
2016-10-19 15:00:00,20.82,6.43,1.14,5.08,2.56,1.16,-1.00
2016-10-19 16:00:00,20.89,6.56,0.87,4.97,1.95,1.67,-1.04
2016-10-19 17:00:00,19.84,6.70,0.54,4.80,1.42,2.01,-1.00
2016-10-19 18:00:00,19.49,6.56,0.13,4.76,1.07,2.07,-1.04
2016-10-19 19:00:00,19.42,6.63,0.00,4.69,0.85,1.95,-1.10
2016-10-19 20:00:00,19.27,6.16,0.00,4.30,0.85,1.89,-1.00
2016-10-19 21:00:00,19.63,5.49,0.13,4.37,0.92,1.43,-1.07
2016-10-19 22:00:00,18.71,5.69,0.74,4.48,1.74,1.28,-0.76
2016-10-19 23:00:00,18.85,7.43,1.67,5.86,2.13,1.43,-0.94
2016-10-20 00:00:00,18.71,7.64,1.81,5.76,1.92,1.34,-0.70
2016-10-20 01:00:00,18.64,7.77,1.27,6.40,2.27,1.43,-1.00
2016-10-20 02:00:00,18.50,8.57,2.55,7.32,3.09,1.22,-1.00
2016-10-20 03:00:00,17.66,7.30,1.21,5.65,2.17,1.31,-1.00
2016-10-20 04:00:00,14.84,7.43,1.34,5.58,1.78,1.34,-1.00
2016-10-20 05:00:00,14.07,6.50,0.54,4.51,1.10,1.49,-1.04
2016-10-20 06:00:00,14.84,7.70,1.21,5.86,1.81,1.77,-1.04
2016-10-20 07:00:00,16.95,9.65,1.94,7.46,1.99,2.25,-0.98
2016-10-20 08:00:00,17.87,7.50,1.74,5.61,2.24,1.95,-0.88
2016-10-20 09:00:00,18.01,7.17,1.14,4.87,1.78,1.83,-0.79
2016-10-20 10:00:00,17.31,7.90,1.34,5.26,1.24,1.98,-0.82
2016-10-20 11:00:00,17.52,7.97,1.41,5.69,1.95,2.32,-0.91
2016-10-20 12:00:00,18.29,5.09,0.47,3.70,0.85,1.55,-1.07
2016-10-20 13:00:00,18.15,5.02,-0.07,3.63,0.71,1.37,-1.04
2016-10-20 14:00:00,14.77,6.50,1.34,5.01,1.78,1.43,-0.98
2016-10-20 15:00:00,13.09,6.56,1.41,5.26,1.46,1.46,-0.98
2016-10-20 16:00:00,13.09,7.30,1.00,5.65,1.81,1.64,-1.00
2016-10-20 17:00:00,12.45,8.04,0.34,5.58,1.00,2.38,-0.91
2016-10-20 18:00:00,12.73,6.56,0.07,4.37,0.85,2.22,-1.00
2016-10-20 19:00:00,16.46,5.83,-0.20,3.87,0.57,1.95,-1.10
2016-10-20 20:00:00,15.27,5.43,-0.34,3.66,0.43,1.86,-1.10
2016-10-20 21:00:00,16.60,6.70,0.07,5.33,1.10,1.37,-1.10
2016-10-20 22:00:00,17.02,8.31,1.81,6.86,2.56,1.13,-1.10
2016-10-20 23:00:00,16.95,9.31,1.74,7.89,3.16,1.37,-1.04
2016-10-21 00:00:00,16.95,12.39,3.28,8.95,3.70,3.63,-0.55
2016-10-21 01:00:00,17.66,12.32,4.22,9.45,3.70,3.53,-0.52
2016-10-21 02:00:00,17.80,12.73,3.28,8.74,3.38,3.56,-0.52
2016-10-21 03:00:00,17.45,12.52,3.68,8.60,3.80,3.50,-0.52
2016-10-21 04:00:00,14.42,12.73,3.08,8.42,3.63,3.50,-0.58
2016-10-21 05:00:00,17.17,12.59,3.15,8.99,3.84,3.75,-0.55
2016-10-21 06:00:00,17.66,13.66,3.08,9.13,3.13,4.14,-0.58
2016-10-21 07:00:00,15.97,14.20,3.08,8.74,2.63,4.84,-0.43
2016-10-21 08:00:00,18.01,10.11,2.55,7.92,2.66,1.95,-0.70
2016-10-21 09:00:00,17.87,7.84,1.67,5.22,1.85,2.13,-0.70
2016-10-21 10:00:00,18.22,8.77,1.94,5.58,2.10,2.41,-0.58
2016-10-21 11:00:00,18.92,8.77,1.74,5.51,1.78,2.68,-0.70
2016-10-21 12:00:00,18.22,5.96,0.34,4.41,1.49,1.98,-0.76
2016-10-21 13:00:00,17.45,6.83,1.81,4.97,1.81,1.86,-0.67
